Sex,Age_group,Housing,Purpose,Risk_per_purpose,Credit amount,Duration,Financial_profile,Saving accounts,Checking account,Job_type,Duration_estimated,Checking_score,Saving_score,Duration_score,Job_score,Risk_per_purpose_score,Internal_Risk_Score,PD_internal,Decision_credito,Score_version
male,0-25,own,car,bajo riesgo,14555,6,No_tiene / moderate,,moderate,desempleado,0-6,0.5,1.0,0.050697028491100485,1.0,0.0,3.5506970284911006,0.6942088933298154,Rechazado,Credit_risk_v1
male,56-65,rent,business,bajo riesgo,2767,21,moderate / moderate,moderate,moderate,no cualificado,19-24,0.5,0.5,0.22796289202471912,0.6,0.0,2.8279628920247193,0.5529046758699494,Revision manual,Credit_risk_v1
female,26-35,own,radio/TV,alto riesgo,1291,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,1.0,3.16647118646193,0.6190875877260147,Revision manual,Credit_risk_v1
male,36-45,own,radio/TV,alto riesgo,2522,30,little / little,little,little,cualificado,25-30,0.75,0.75,0.34974096978557817,0.3,1.0,4.149740969785578,0.8113300186201625,Rechazado,Credit_risk_v1
female,26-35,own,car,bajo riesgo,915,24,No_tiene / little,,little,cualificado,19-24,0.75,1.0,0.26758052058674353,0.3,0.0,2.3175805205867435,0.45311807667323567,Aprobado automatico,Credit_risk_v1
male,46-55,own,radio/TV,alto riesgo,1595,6,little / No_tiene,little,,cualificado,0-6,1.0,0.75,0.050697028491100485,0.3,1.0,3.1006970284911004,0.6062278576368964,Revision manual,Credit_risk_v1
male,0-25,free,car,bajo riesgo,4605,48,little / little,little,little,cualificado,43-48,0.75,0.75,0.6147386076544852,0.3,0.0,3.414738607654485,0.6676271984934171,Rechazado,Credit_risk_v1
female,26-35,own,business,bajo riesgo,1185,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,0.0,2.16647118646193,0.42357417507508355,Aprobado automatico,Credit_risk_v1
female,26-35,own,education,bajo riesgo,3447,12,quite rich / No_tiene,quite rich,,no cualificado,7-12,1.0,0.25,0.11647118646192987,0.6,0.0,2.96647118646193,0.5799849051958285,Revision manual,Credit_risk_v1
male,0-25,own,business,bajo riesgo,1258,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,0.0,2.3175805205867435,0.45311807667323567,Aprobado automatico,Credit_risk_v1
male,46-55,own,radio/TV,alto riesgo,717,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,1.0,3.16647118646193,0.6190875877260147,Revision manual,Credit_risk_v1
male,26-35,rent,car,bajo riesgo,1204,6,moderate / No_tiene,moderate,,cualificado,0-6,1.0,0.5,0.050697028491100485,0.3,0.0,1.8506970284911006,0.3618360918232325,Aprobado automatico,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,1925,24,little / rich,little,rich,cualificado,19-24,0.0,0.75,0.26758052058674353,0.3,1.0,2.317580520586744,0.4531180766732357,Aprobado automatico,Credit_risk_v1
female,0-25,rent,radio/TV,alto riesgo,433,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,3.2394645708137997,0.6333587734015897,Revision manual,Credit_risk_v1
female,36-45,own,car,bajo riesgo,666,6,rich / little,rich,little,no cualificado,0-6,0.75,0.0,0.050697028491100485,0.6,0.0,1.4006970284911004,0.27385505613031347,Aprobado automatico,Credit_risk_v1
female,46-55,own,furniture/equipment,alto riesgo,2251,12,little / rich,little,rich,no cualificado,7-12,0.0,0.75,0.11647118646192987,0.6,1.0,2.4664711864619298,0.48222819887036283,Aprobado automatico,Credit_risk_v1
female,0-25,own,car,bajo riesgo,2150,30,little / moderate,little,moderate,cualificado,25-30,0.5,0.75,0.34974096978557817,0.3,0.0,1.8997409697855783,0.37142484015556776,Aprobado automatico,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,4151,24,moderate / No_tiene,moderate,,cualificado,19-24,1.0,0.5,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649,Rechazado,Credit_risk_v1
male,0-25,own,furniture/equipment,alto riesgo,2030,9,No_tiene / moderate,,moderate,cualificado,7-12,0.5,1.0,0.0824692444233059,0.3,1.0,2.882469244423306,0.5635613988385514,Revision manual,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,7418,60,No_tiene / moderate,,moderate,no cualificado,55-60,0.5,1.0,0.8034937533355228,0.6,1.0,4.903493753335523,0.9586987976271509,Rechazado,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,2684,24,little / No_tiene,little,,no cualificado,19-24,1.0,0.75,0.26758052058674353,0.6,1.0,4.617580520586744,0.9027989257703772,Rechazado,Credit_risk_v1
male,26-35,free,radio/TV,alto riesgo,2149,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,1.0,2.91647118646193,0.5702092345632819,Revision manual,Credit_risk_v1
female,0-25,own,car,bajo riesgo,3812,15,moderate / No_tiene,moderate,,cualificado,13-18,1.0,0.5,0.1522335991272839,0.3,0.0,2.9522335991272834,0.577201265908116,Revision manual,Credit_risk_v1
female,56-65,own,radio/TV,alto riesgo,1154,11,moderate / No_tiene,moderate,,no cualificado,7-12,1.0,0.5,0.10492336888023829,0.6,1.0,3.2049233688802383,0.6266055051344942,Revision manual,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,1657,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,1.0,2.91647118646193,0.5702092345632819,Revision manual,Credit_risk_v1
female,46-55,own,radio/TV,alto riesgo,1603,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,1.0,3.0675805205867435,0.599753136161434,Revision manual,Credit_risk_v1
male,36-45,free,car,bajo riesgo,5302,18,little / little,little,little,muy cualificado,13-18,0.75,0.75,0.18946457081379978,0.0,0.0,2.6894645708138,0.5258263964435778,Revision manual,Credit_risk_v1
female,56-65,free,education,bajo riesgo,2748,12,little / No_tiene,little,,no cualificado,7-12,1.0,0.75,0.11647118646192987,0.6,0.0,3.46647118646193,0.677741611521294,Rechazado,Credit_risk_v1
male,26-35,own,car,bajo riesgo,1231,10,little / No_tiene,little,,no cualificado,7-12,1.0,0.75,0.09358387076573756,0.6,0.0,2.4435838707657376,0.4777534216721811,Aprobado automatico,Credit_risk_v1
male,36-45,own,radio/TV,alto riesgo,802,15,little / moderate,little,moderate,cualificado,13-18,0.5,0.75,0.1522335991272839,0.3,1.0,2.702233599127284,0.5283229127453833,Revision manual,Credit_risk_v1
male,36-45,own,business,bajo riesgo,6304,36,No_tiene / No_tiene,,,cualificado,31-36,1.0,1.0,0.43527528164806206,0.3,0.0,3.735275281648062,0.7302964175056803,Rechazado,Credit_risk_v1
female,36-45,own,radio/TV,alto riesgo,1533,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,1.0,3.3175805205867435,0.6486314893241667,Revision manual,Credit_risk_v1
male,36-45,own,car,bajo riesgo,8978,14,little / little,little,little,muy cualificado,13-18,0.75,0.75,0.14013759084016558,0.0,0.0,2.6401375908401654,0.5161823102531683,Revision manual,Credit_risk_v1
male,0-25,own,radio/TV,alto riesgo,999,24,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.26758052058674353,0.3,1.0,3.5675805205867435,0.6975098424868995,Rechazado,Credit_risk_v1
male,26-35,own,car,bajo riesgo,2662,18,No_tiene / No_tiene,,,cualificado,13-18,1.0,1.0,0.18946457081379978,0.3,0.0,3.4894645708137997,0.6822371265643226,Rechazado,Credit_risk_v1
female,36-45,rent,furniture/equipment,alto riesgo,1402,12,quite rich / No_tiene,quite rich,,cualificado,7-12,1.0,0.25,0.11647118646192987,0.3,1.0,2.66647118646193,0.5213308814005491,Revision manual,Credit_risk_v1
male,36-45,free,car,bajo riesgo,12169,48,No_tiene / moderate,,moderate,muy cualificado,43-48,0.5,1.0,0.6147386076544852,0.0,0.0,3.114738607654485,0.6089731746981378,Revision manual,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,3060,48,little / moderate,little,moderate,cualificado,43-48,0.5,0.75,0.6147386076544852,0.3,1.0,4.164738607654485,0.8142622579816154,Rechazado,Credit_risk_v1
male,26-35,own,repairs,bajo riesgo,11998,30,little / little,little,little,no cualificado,25-30,0.75,0.75,0.34974096978557817,0.6,0.0,3.4497409697855783,0.6744706297645109,Rechazado,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,2697,9,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.0824692444233059,0.3,1.0,4.132469244423306,0.8079531646522152,Rechazado,Credit_risk_v1
female,26-35,own,radio/TV,alto riesgo,2404,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,4.2394645708138,0.8288721860525209,Rechazado,Credit_risk_v1
male,46-55,own,furniture/equipment,alto riesgo,1262,12,No_tiene / little,,little,no cualificado,7-12,0.75,1.0,0.11647118646192987,0.6,1.0,3.4664711864619298,0.677741611521294,Rechazado,Credit_risk_v1
female,26-35,own,furniture/equipment,alto riesgo,4611,6,little / No_tiene,little,,cualificado,0-6,1.0,0.75,0.050697028491100485,0.3,1.0,4.1006970284911,0.8017412702878274,Rechazado,Credit_risk_v1
male,26-35,rent,radio/TV,alto riesgo,1901,24,moderate / No_tiene,moderate,,muy cualificado,19-24,1.0,0.5,0.26758052058674353,0.0,1.0,2.7675805205867436,0.5410991123661547,Revision manual,Credit_risk_v1
male,0-25,rent,car,bajo riesgo,3368,15,rich / No_tiene,rich,,cualificado,13-18,1.0,0.0,0.1522335991272839,0.3,0.0,2.4522335991272834,0.4794445595826505,Aprobado automatico,Credit_risk_v1
male,46-55,own,furniture/equipment,alto riesgo,1574,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,1.0,3.16647118646193,0.6190875877260147,Revision manual,Credit_risk_v1
male,46-55,own,radio/TV,alto riesgo,1445,18,No_tiene / rich,,rich,no cualificado,13-18,0.0,1.0,0.18946457081379978,0.6,1.0,2.7894645708138,0.5453777377086708,Revision manual,Credit_risk_v1
male,56-65,own,furniture/equipment,alto riesgo,1520,15,No_tiene / No_tiene,,,cualificado,13-18,1.0,1.0,0.1522335991272839,0.3,1.0,3.4522335991272834,0.6749579722335816,Rechazado,Credit_risk_v1
male,36-45,own,car,bajo riesgo,3878,24,moderate / moderate,moderate,moderate,cualificado,19-24,0.5,0.5,0.26758052058674353,0.3,0.0,2.5675805205867435,0.5019964298359684,Revision manual,Credit_risk_v1
female,26-35,own,car,bajo riesgo,10722,47,little / little,little,little,no cualificado,43-48,0.75,0.75,0.5994023396619937,0.6,0.0,3.6994023396619937,0.7232827761961553,Rechazado,Credit_risk_v1
male,26-35,own,car,bajo riesgo,4788,48,little / little,little,little,cualificado,43-48,0.75,0.75,0.6147386076544852,0.3,0.0,3.414738607654485,0.6676271984934171,Rechazado,Credit_risk_v1
male,26-35,free,vacation/others,alto riesgo,7582,48,moderate / moderate,moderate,moderate,muy cualificado,43-48,0.5,0.5,0.6147386076544852,0.0,1.0,3.614738607654485,0.7067298810236033,Rechazado,Credit_risk_v1
female,46-55,own,radio/TV,alto riesgo,1092,12,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.11647118646192987,0.3,1.0,2.66647118646193,0.5213308814005491,Revision manual,Credit_risk_v1
male,46-55,own,radio/TV,alto riesgo,1024,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,1.0,3.0675805205867435,0.599753136161434,Revision manual,Credit_risk_v1
male,26-35,own,business,bajo riesgo,1076,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,0.0,2.16647118646193,0.42357417507508355,Aprobado automatico,Credit_risk_v1
male,26-35,rent,car,bajo riesgo,9398,36,little / moderate,little,moderate,muy cualificado,31-36,0.5,0.75,0.43527528164806206,0.0,0.0,2.685275281648062,0.5250073342222027,Revision manual,Credit_risk_v1
female,36-45,free,car,bajo riesgo,6419,24,little / little,little,little,muy cualificado,19-24,0.75,0.75,0.26758052058674353,0.0,0.0,2.7675805205867436,0.5410991123661547,Revision manual,Credit_risk_v1
male,56-65,free,car,bajo riesgo,4796,42,little / rich,little,rich,cualificado,37-42,0.0,0.75,0.5237211981383231,0.3,0.0,2.573721198138323,0.5031970146600667,Revision manual,Credit_risk_v1
male,46-55,own,business,bajo riesgo,7629,48,No_tiene / No_tiene,,,muy cualificado,43-48,1.0,1.0,0.6147386076544852,0.0,0.0,3.614738607654485,0.7067298810236033,Rechazado,Credit_risk_v1
female,26-35,own,furniture/equipment,alto riesgo,9960,48,little / moderate,little,moderate,cualificado,43-48,0.5,0.75,0.6147386076544852,0.3,1.0,4.164738607654485,0.8142622579816154,Rechazado,Credit_risk_v1
female,0-25,rent,car,bajo riesgo,4675,12,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.11647118646192987,0.3,0.0,3.41647118646193,0.6679659408887474,Rechazado,Credit_risk_v1
male,36-45,own,car,bajo riesgo,1287,10,No_tiene / No_tiene,,,no cualificado,7-12,1.0,1.0,0.09358387076573756,0.6,0.0,2.6935838707657376,0.5266317748349139,Revision manual,Credit_risk_v1
male,36-45,own,furniture/equipment,alto riesgo,2515,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,4.2394645708138,0.8288721860525209,Rechazado,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,2745,21,rich / moderate,rich,moderate,cualificado,19-24,0.5,0.0,0.22796289202471912,0.3,1.0,3.027962892024719,0.5920073584001355,Revision manual,Credit_risk_v1
female,46-55,own,car,bajo riesgo,672,6,little / No_tiene,little,,desempleado,0-6,1.0,0.75,0.050697028491100485,1.0,0.0,2.8006970284911006,0.5475738338416171,Revision manual,Credit_risk_v1
female,36-45,own,radio/TV,alto riesgo,3804,36,little / moderate,little,moderate,cualificado,31-36,0.5,0.75,0.43527528164806206,0.3,1.0,3.985275281648062,0.7791747706684131,Rechazado,Credit_risk_v1
male,36-45,own,car,bajo riesgo,1344,24,No_tiene / rich,,rich,no cualificado,19-24,0.0,1.0,0.26758052058674353,0.6,0.0,1.8675805205867437,0.36513704098031674,Aprobado automatico,Credit_risk_v1
male,46-55,own,car,bajo riesgo,1038,10,little / little,little,little,cualificado,7-12,0.75,0.75,0.09358387076573756,0.3,0.0,1.8935838707657375,0.370221044714169,Aprobado automatico,Credit_risk_v1
male,36-45,free,car,bajo riesgo,10127,48,quite rich / No_tiene,quite rich,,cualificado,43-48,1.0,0.25,0.6147386076544852,0.3,0.0,3.164738607654485,0.6187488453306843,Revision manual,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,1543,6,rich / No_tiene,rich,,cualificado,0-6,1.0,0.0,0.050697028491100485,0.3,1.0,2.3506970284911004,0.459592798148698,Aprobado automatico,Credit_risk_v1
female,0-25,rent,car,bajo riesgo,4811,30,No_tiene / No_tiene,,,no cualificado,25-30,1.0,1.0,0.34974096978557817,0.6,0.0,3.9497409697855783,0.7722273360899765,Rechazado,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,727,12,moderate / little,moderate,little,no cualificado,7-12,0.75,0.5,0.11647118646192987,0.6,1.0,2.9664711864619298,0.5799849051958283,Revision manual,Credit_risk_v1
female,0-25,own,furniture/equipment,alto riesgo,1237,8,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.0715993349974727,0.3,1.0,2.621599334997473,0.5125578325887674,Revision manual,Credit_risk_v1
male,0-25,rent,car,bajo riesgo,276,9,little / moderate,little,moderate,no cualificado,7-12,0.5,0.75,0.0824692444233059,0.6,0.0,1.9324692444233058,0.3778236568201668,Aprobado automatico,Credit_risk_v1
male,36-45,free,vacation/others,alto riesgo,5381,48,No_tiene / moderate,,moderate,desempleado,43-48,0.5,1.0,0.6147386076544852,1.0,1.0,5.114738607654485,1.0,Rechazado,Credit_risk_v1
male,0-25,own,furniture/equipment,alto riesgo,5511,24,moderate / No_tiene,moderate,,cualificado,19-24,1.0,0.5,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649,Rechazado,Credit_risk_v1
female,26-35,own,furniture/equipment,alto riesgo,3749,24,little / rich,little,rich,cualificado,19-24,0.0,0.75,0.26758052058674353,0.3,1.0,3.3175805205867435,0.6486314893241667,Revision manual,Credit_risk_v1
male,0-25,own,car,bajo riesgo,685,12,little / moderate,little,moderate,no cualificado,7-12,0.5,0.75,0.11647118646192987,0.6,0.0,1.9664711864619298,0.3844714925448973,Aprobado automatico,Credit_risk_v1
male,26-35,own,car,bajo riesgo,1494,4,No_tiene / rich,,rich,no cualificado,0-6,0.0,1.0,0.031165420706838875,0.6,0.0,1.631165420706839,0.3189147180005858,Aprobado automatico,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,2746,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,1.0,4.235275281648062,0.8280531238311459,Rechazado,Credit_risk_v1
male,36-45,own,furniture/equipment,alto riesgo,708,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,1.0,3.2164711864619298,0.6288632583585612,Revision manual,Credit_risk_v1
female,46-55,own,furniture/equipment,alto riesgo,4351,24,No_tiene / moderate,,moderate,no cualificado,19-24,0.5,1.0,0.26758052058674353,0.6,1.0,4.367580520586744,0.8539205726076444,Rechazado,Credit_risk_v1
male,26-35,own,education,bajo riesgo,701,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,0.0,2.16647118646193,0.42357417507508355,Aprobado automatico,Credit_risk_v1
female,26-35,own,furniture/equipment,alto riesgo,3643,15,little / little,little,little,no cualificado,13-18,0.75,0.75,0.1522335991272839,0.6,1.0,4.252233599127283,0.8313687023543264,Rechazado,Credit_risk_v1
male,26-35,own,car,bajo riesgo,4249,30,little / moderate,little,moderate,muy cualificado,25-30,0.5,0.75,0.34974096978557817,0.0,0.0,2.5997409697855782,0.5082842290112195,Revision manual,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,1938,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,1.0,3.0675805205867435,0.599753136161434,Revision manual,Credit_risk_v1
male,26-35,free,car,bajo riesgo,2910,24,little / little,little,little,muy cualificado,19-24,0.75,0.75,0.26758052058674353,0.0,0.0,2.7675805205867436,0.5410991123661547,Revision manual,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,2659,18,rich / little,rich,little,cualificado,13-18,0.75,0.0,0.18946457081379978,0.3,1.0,3.2394645708137997,0.6333587734015897,Revision manual,Credit_risk_v1
female,36-45,own,car,bajo riesgo,1028,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,0.0,2.2394645708137997,0.43784536075065866,Aprobado automatico,Credit_risk_v1
male,36-45,own,car,bajo riesgo,3398,8,little / little,little,little,no cualificado,7-12,0.75,0.75,0.0715993349974727,0.6,0.0,3.1715993349974725,0.6200902095467794,Revision manual,Credit_risk_v1
male,46-55,rent,furniture/equipment,alto riesgo,5801,12,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.11647118646192987,0.3,1.0,4.41647118646193,0.8634793535396785,Rechazado,Credit_risk_v1
female,26-35,own,car,bajo riesgo,1525,24,rich / No_tiene,rich,,cualificado,19-24,1.0,0.0,0.26758052058674353,0.3,0.0,1.5675805205867437,0.3064830171850374,Aprobado automatico,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,4473,36,little / rich,little,rich,cualificado,31-36,0.0,0.75,0.43527528164806206,0.3,1.0,3.485275281648062,0.6814180643429476,Rechazado,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,1068,6,little / moderate,little,moderate,cualificado,0-6,0.5,0.75,0.050697028491100485,0.3,1.0,2.6006970284911004,0.5084711513114307,Revision manual,Credit_risk_v1
male,66+,free,car,bajo riesgo,6615,24,little / little,little,little,muy cualificado,19-24,0.75,0.75,0.26758052058674353,0.0,0.0,2.7675805205867436,0.5410991123661547,Revision manual,Credit_risk_v1
female,26-35,own,education,bajo riesgo,1864,18,moderate / No_tiene,moderate,,cualificado,13-18,1.0,0.5,0.18946457081379978,0.3,0.0,1.9894645708138,0.38896700758792596,Aprobado automatico,Credit_risk_v1
female,0-25,own,car,bajo riesgo,7408,60,moderate / moderate,moderate,moderate,muy cualificado,55-60,0.5,0.5,0.8034937533355228,0.0,0.0,2.803493753335523,0.5481206310601957,Revision manual,Credit_risk_v1
female,0-25,rent,car,bajo riesgo,11590,48,moderate / No_tiene,moderate,,no cualificado,43-48,1.0,0.5,0.6147386076544852,0.6,0.0,3.714738607654485,0.7262812222886965,Rechazado,Credit_risk_v1
male,0-25,rent,furniture/equipment,alto riesgo,4110,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649,Rechazado,Credit_risk_v1
male,36-45,rent,furniture/equipment,alto riesgo,3384,6,little / little,little,little,muy cualificado,0-6,0.75,0.75,0.050697028491100485,0.0,1.0,3.5506970284911006,0.6942088933298154,Rechazado,Credit_risk_v1
female,0-25,own,radio/TV,alto riesgo,2101,13,little / moderate,little,moderate,no cualificado,13-18,0.5,0.75,0.12821328485306516,0.6,1.0,2.9782132848530654,0.5822806429239623,Revision manual,Credit_risk_v1
female,0-25,rent,domestic appliances,alto riesgo,1275,15,No_tiene / little,,little,cualificado,13-18,0.75,1.0,0.1522335991272839,0.3,1.0,3.202233599127284,0.6260796190708489,Revision manual,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,4169,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649,Rechazado,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,1521,10,little / moderate,little,moderate,no cualificado,7-12,0.5,0.75,0.09358387076573756,0.6,1.0,2.9435838707657376,0.5755101279976467,Revision manual,Credit_risk_v1
female,0-25,free,education,bajo riesgo,5743,24,little / moderate,little,moderate,cualificado,19-24,0.5,0.75,0.26758052058674353,0.3,0.0,2.8175805205867435,0.5508747829987012,Revision manual,Credit_risk_v1
female,26-35,rent,furniture/equipment,alto riesgo,3599,21,little / little,little,little,no cualificado,19-24,0.75,0.75,0.22796289202471912,0.6,1.0,4.327962892024719,0.8461747948463461,Rechazado,Credit_risk_v1
male,0-25,rent,radio/TV,alto riesgo,3213,18,quite rich / moderate,quite rich,moderate,cualificado,13-18,0.5,0.25,0.18946457081379978,0.3,1.0,3.2394645708137997,0.6333587734015897,Revision manual,Credit_risk_v1
male,26-35,own,business,bajo riesgo,4439,18,little / moderate,little,moderate,muy cualificado,13-18,0.5,0.75,0.18946457081379978,0.0,0.0,2.4394645708138,0.47694804328084495,Aprobado automatico,Credit_risk_v1
male,36-45,own,car,bajo riesgo,3949,10,little / rich,little,rich,no cualificado,7-12,0.0,0.75,0.09358387076573756,0.6,0.0,2.4435838707657376,0.4777534216721811,Aprobado automatico,Credit_risk_v1
female,36-45,own,radio/TV,alto riesgo,1459,15,little / No_tiene,little,,no cualificado,13-18,1.0,0.75,0.1522335991272839,0.6,1.0,3.5022335991272837,0.6847336428661281,Rechazado,Credit_risk_v1
male,0-25,own,radio/TV,alto riesgo,882,13,little / moderate,little,moderate,cualificado,13-18,0.5,0.75,0.12821328485306516,0.3,1.0,2.678213284853065,0.5236266191286829,Revision manual,Credit_risk_v1
female,0-25,rent,radio/TV,alto riesgo,3758,24,quite rich / moderate,quite rich,moderate,desempleado,19-24,0.5,0.25,0.26758052058674353,1.0,1.0,4.017580520586744,0.7854908781798186,Rechazado,Credit_risk_v1
male,26-35,own,business,bajo riesgo,1743,6,moderate / No_tiene,moderate,,no cualificado,0-6,1.0,0.5,0.050697028491100485,0.6,0.0,2.1506970284911007,0.42049011561851185,Aprobado automatico,Credit_risk_v1
male,26-35,free,education,bajo riesgo,1136,9,rich / moderate,rich,moderate,cualificado,7-12,0.5,0.0,0.0824692444233059,0.3,0.0,0.882469244423306,0.1725345735366892,Aprobado automatico,Credit_risk_v1
female,0-25,rent,domestic appliances,alto riesgo,1236,9,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.0824692444233059,0.3,1.0,3.132469244423306,0.6124397520012841,Revision manual,Credit_risk_v1
female,26-35,own,furniture/equipment,alto riesgo,959,9,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.0824692444233059,0.3,1.0,2.632469244423306,0.5146830456758186,Revision manual,Credit_risk_v1
male,36-45,own,car,bajo riesgo,3229,18,No_tiene / No_tiene,,,muy cualificado,13-18,1.0,1.0,0.18946457081379978,0.0,0.0,3.1894645708138,0.6235831027690433,Revision manual,Credit_risk_v1
male,26-35,rent,radio/TV,alto riesgo,6199,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,1.0,3.91647118646193,0.7657226472142129,Rechazado,Credit_risk_v1
male,46-55,free,education,bajo riesgo,727,10,quite rich / No_tiene,quite rich,,cualificado,7-12,1.0,0.25,0.09358387076573756,0.3,0.0,1.6435838707657375,0.32134269155143624,Aprobado automatico,Credit_risk_v1
male,0-25,own,car,bajo riesgo,1246,24,little / moderate,little,moderate,no cualificado,19-24,0.5,0.75,0.26758052058674353,0.6,0.0,2.1175805205867437,0.4140153941430495,Aprobado automatico,Credit_risk_v1
male,46-55,own,radio/TV,alto riesgo,2331,12,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.11647118646192987,0.3,1.0,4.41647118646193,0.8634793535396785,Rechazado,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,4463,36,little / No_tiene,little,,muy cualificado,31-36,1.0,0.75,0.43527528164806206,0.0,1.0,4.185275281648062,0.8182774531985993,Rechazado,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,776,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,1.0,3.16647118646193,0.6190875877260147,Revision manual,Credit_risk_v1
female,0-25,rent,furniture/equipment,alto riesgo,2406,30,little / little,little,little,cualificado,25-30,0.75,0.75,0.34974096978557817,0.3,1.0,4.149740969785578,0.8113300186201625,Rechazado,Credit_risk_v1
male,56-65,free,education,bajo riesgo,1239,18,No_tiene / moderate,,moderate,cualificado,13-18,0.5,1.0,0.18946457081379978,0.3,0.0,1.9894645708138,0.38896700758792596,Aprobado automatico,Credit_risk_v1
male,36-45,own,radio/TV,alto riesgo,3399,12,No_tiene / rich,,rich,muy cualificado,7-12,0.0,1.0,0.11647118646192987,0.0,1.0,3.11647118646193,0.6093119170934681,Revision manual,Credit_risk_v1
female,36-45,own,car,bajo riesgo,2247,12,little / rich,little,rich,cualificado,7-12,0.0,0.75,0.11647118646192987,0.3,0.0,1.16647118646193,0.2280607624241525,Aprobado automatico,Credit_risk_v1
male,0-25,rent,furniture/equipment,alto riesgo,1766,6,little / No_tiene,little,,cualificado,0-6,1.0,0.75,0.050697028491100485,0.3,1.0,3.1006970284911004,0.6062278576368964,Revision manual,Credit_risk_v1
male,0-25,own,furniture/equipment,alto riesgo,2473,18,little / little,little,little,desempleado,13-18,0.75,0.75,0.18946457081379978,1.0,1.0,4.6894645708138,0.9168532217454398,Rechazado,Credit_risk_v1
male,36-45,own,business,bajo riesgo,1542,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,0.0,2.16647118646193,0.42357417507508355,Aprobado automatico,Credit_risk_v1
male,26-35,own,car,bajo riesgo,3850,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,0.0,3.2394645708137997,0.6333587734015897,Revision manual,Credit_risk_v1
